,Age,Gender,Profession,Income,Job_Sat
2810,51,Male,Office_Job,63018.82735,5
2811,43,Female,Manual_Labor,14429.34721,4
2812,59,Male,Manual_Labor,13134.39266,2
2813,54,Female,Office_Job,50946.86387,5
2814,59,Male,Unemployed,0,4
2815,54,Male,Office_Job,54641.07774,3
2816,38,Female,Manual_Labor,14007.32462,3
2817,20,Female,Office_Job,51070.18701,2
2818,52,Female,Unemployed,7299.636939,0
2819,35,Female,Manual_Labor,15171.37223,1
2820,24,Male,Office_Job,43781.13983,2
2821,56,Female,Unemployed,5363.886911,1
2822,24,Female,Manual_Labor,13843.36092,4
2823,58,Male,Manual_Labor,27022.6664,0
2824,29,Male,Unemployed,916.82924,4
2825,57,Female,Office_Job,41862.18219,4
2826,19,Female,Unemployed,0,3
2827,54,Female,Manual_Labor,17774.08611,1
2828,46,Female,Unemployed,4450.120101,4
2829,42,Male,Office_Job,50190.74927,5
2830,26,Female,RichDaddy,999541.1717,3
2831,21,Male,Manual_Labor,14683.29896,3
2832,48,Male,Manual_Labor,21059.14862,2
2833,25,Female,Manual_Labor,15303.30821,1
2834,19,Female,Manual_Labor,13946.37132,1
2835,24,Female,Manual_Labor,9102.349669,3
2836,19,Male,Manual_Labor,6249.887954,4
2837,46,Female,Unemployed,0,4
2838,27,Female,Office_Job,54699.05416,3
2839,40,Female,Office_Job,48720.80478,1
2840,21,Female,Office_Job,47055.59033,1
2841,35,Male,Unemployed,8751.888984,3
2842,27,Female,Unemployed,0,0
2843,44,Male,Office_Job,45058.18699,4
2844,33,Female,Manual_Labor,13725.72824,0
2845,47,Male,Manual_Labor,10266.56078,4
2846,27,Female,Unemployed,1625.303086,1
2847,53,Female,Unemployed,1015.168283,3
2848,24,Male,Manual_Labor,11467.1597,5
2849,47,Male,Unemployed,10833.38017,2
2850,19,Male,Office_Job,47404.39088,1
2851,56,Female,Unemployed,519.6852152,5
2852,50,Male,Finance,503828.5273,3
2853,21,Male,Unemployed,3189.800506,0
2854,40,Male,Finance,506804.6941,1
2855,45,Male,Office_Job,52043.06128,2
2856,49,Female,Manual_Labor,12504.29748,3
2857,55,Female,Manual_Labor,9669.473113,4
2858,19,Female,Unemployed,0,2
2859,59,Female,Unemployed,8909.628948,1
2860,28,Female,Finance,494734.5601,3
2861,32,Male,Unemployed,0,5
2862,58,Female,Unemployed,0,0
2863,59,Female,Unemployed,0,0
2864,36,Male,Unemployed,0,0
2865,52,Male,Office_Job,42783.9677,0
2866,38,Female,Unemployed,0,0
2867,18,Female,Unemployed,11120.70964,0
2868,27,Male,Office_Job,55184.02903,2
2869,41,Male,Office_Job,43614.84341,0
2870,46,Male,Manual_Labor,18319.49555,3
2871,55,Male,Manual_Labor,11914.2244,4
2872,60,Female,Manual_Labor,12819.63245,1
2873,55,Female,Office_Job,39161.33483,4
2874,54,Male,Manual_Labor,15300.37169,4
2875,50,Male,Office_Job,48003.96559,2
2876,22,Male,Unemployed,161.2784391,4
2877,48,Female,Finance,504155.3982,2
2878,20,Female,Office_Job,49152.55666,2
2879,49,Male,Finance,498290.6024,3
2880,45,Female,Manual_Labor,21124.30555,3
2881,41,Female,Office_Job,50988.53053,5
2882,43,Male,Manual_Labor,11055.91009,1
2883,36,Female,Manual_Labor,14577.31173,4
2884,25,Male,Office_Job,54750.54783,3
2885,39,Female,Office_Job,45823.39454,5
2886,53,Female,Unemployed,0,3
2887,60,Male,Office_Job,47520.1739,5
2888,44,Female,Unemployed,75.96416828,2
2889,23,Male,Unemployed,12717.53082,3
2890,57,Male,Finance,497081.5176,2
2891,59,Female,Office_Job,47578.21616,3
2892,36,Male,Unemployed,0,1
2893,52,Male,Office_Job,56623.83893,0
2894,19,Male,Manual_Labor,13225.79523,2
2895,27,Female,Unemployed,0,0
2896,59,Female,Unemployed,0,0
2897,25,Female,Office_Job,54637.28451,3
2898,27,Female,Unemployed,0,2
2899,22,Female,Office_Job,40870.9754,5
2900,18,Female,Unemployed,0,0
2901,19,Male,Office_Job,42369.96277,0
2902,24,Male,Unemployed,4661.218104,3
2903,44,Male,Unemployed,0,2
2904,29,Female,RichDaddy,993653.094,3
2905,27,Female,Unemployed,1915.020871,4
2906,23,Male,Finance,502807.8714,3
2907,38,Male,Manual_Labor,15519.37067,0
2908,19,Female,Manual_Labor,19260.81758,0
2909,54,Female,Manual_Labor,12650.31461,1
2910,35,Female,Office_Job,47957.52523,1
2911,28,Male,Office_Job,56794.4919,1
2912,41,Female,Unemployed,0,1
2913,32,Male,Finance,484925.0651,3
2914,49,Male,Finance,502698.3322,3
2915,18,Female,Manual_Labor,13624.40193,5
2916,45,Male,Unemployed,244.3195111,2
2917,49,Female,Manual_Labor,13151.25434,0
2918,45,Male,Office_Job,52039.36829,5
2919,44,Male,Unemployed,2344.43166,3
2920,29,Female,Office_Job,37554.09476,1
2921,40,Female,Manual_Labor,17234.01674,3
2922,38,Male,Office_Job,46409.78323,3
2923,46,Female,Office_Job,50679.54868,3
2924,49,Male,Manual_Labor,16369.85512,0
2925,25,Male,Manual_Labor,15245.33637,4
2926,40,Female,Office_Job,46179.25253,0
2927,53,Male,Unemployed,0,1
2928,42,Female,Manual_Labor,19009.76531,2
2929,31,Female,Unemployed,1802.389752,3
2930,51,Female,Finance,493732.7534,1
2931,42,Male,Office_Job,43158.72638,2
2932,21,Female,Unemployed,127.1867181,1
2933,27,Female,Manual_Labor,8709.249375,0
2934,43,Female,Unemployed,0,1
2935,26,Female,Unemployed,297.7422683,4
2936,47,Female,Manual_Labor,4557.65647,5
2937,36,Male,Unemployed,795.5020871,5
2938,22,Female,Unemployed,6903.220751,1
2939,43,Male,Manual_Labor,19875.8775,1
2940,50,Female,Manual_Labor,14855.25075,5
2941,34,Female,Office_Job,49344.54879,3
2942,56,Male,Unemployed,1492.576768,0
2943,18,Female,Manual_Labor,22882.34821,4
2944,29,Female,Office_Job,37365.43704,5
2945,31,Female,Office_Job,52838.72453,4
2946,25,Female,Manual_Labor,18115.70388,1
2947,59,Female,Unemployed,6472.169602,4
2948,31,Female,Manual_Labor,22280.95109,4
2949,33,Female,Unemployed,0,4
2950,21,Female,Office_Job,46158.44175,4
2951,42,Male,Unemployed,3474.292329,0
2952,46,Male,Manual_Labor,11815.40482,2
2953,43,Male,Office_Job,41765.52665,3
2954,52,Male,Unemployed,111.2533414,2
2955,19,Female,Office_Job,53861.09944,0
2956,46,Male,Office_Job,57666.35657,3
2957,42,Female,Manual_Labor,24920.3205,1
2958,24,Female,Office_Job,54219.56505,3
2959,19,Female,Unemployed,0,5
2960,46,Female,Finance,500187.5334,5
2961,38,Male,Manual_Labor,12370.2772,3
2962,35,Male,Unemployed,8261.297452,3
2963,42,Female,Manual_Labor,15544.74185,0
2964,36,Male,Manual_Labor,18976.49212,0
2965,31,Male,Manual_Labor,8583.330791,2
2966,35,Male,Manual_Labor,18217.41514,5
2967,22,Male,Manual_Labor,15459.81889,0
2968,50,Male,Finance,493738.538,1
2969,41,Female,Unemployed,5253.780457,4
2970,50,Female,Finance,492666.9667,1
2971,55,Female,Manual_Labor,13160.22655,0
2972,60,Female,Office_Job,51272.63882,1
2973,43,Female,Office_Job,48719.98263,0
2974,42,Male,Office_Job,47507.97434,2
2975,49,Female,Unemployed,0,0
2976,49,Female,Unemployed,957.4479903,1
2977,25,Male,Manual_Labor,18389.73784,0
2978,36,Female,Office_Job,49624.62646,1
2979,29,Female,Manual_Labor,11867.79429,2
2980,34,Female,Office_Job,56124.36689,1
2981,43,Female,Office_Job,48210.7212,2
2982,59,Male,Office_Job,50896.50359,0
2983,26,Male,Unemployed,913.4515463,0
2984,38,Female,Manual_Labor,9869.312805,1
2985,41,Male,Office_Job,51475.17302,5
2986,59,Female,Finance,493744.4948,1
2987,53,Female,Manual_Labor,14880.88067,4
2988,36,Male,Office_Job,43501.86273,1
2989,39,Female,RichDaddy,1010237.315,0
2990,54,Male,Office_Job,44314.53771,0
2991,18,Female,Unemployed,6907.329262,3
2992,23,Male,Office_Job,46599.52394,4
2993,40,Male,Manual_Labor,12508.50252,4
2994,58,Male,Unemployed,1629.163363,0
2995,27,Female,Manual_Labor,21808.79153,2
2996,29,Male,Unemployed,6847.01075,5
2997,47,Female,Finance,505174.2954,3
2998,41,Male,Manual_Labor,18401.27543,4
2999,47,Male,Manual_Labor,11062.2326,1
3000,28,Female,Office_Job,52898.50977,5
3001,18,Male,Manual_Labor,21611.50537,3
3002,40,Male,Manual_Labor,21590.25157,2
3003,33,Male,Manual_Labor,16818.36528,3
3004,54,Male,Unemployed,0,0
3005,26,Male,Manual_Labor,14032.39718,3
3006,48,Female,Manual_Labor,11952.9585,5
3007,52,Female,Office_Job,50767.29847,1
3008,40,Male,Manual_Labor,21508.7648,2
3009,37,Female,Office_Job,53468.14403,2
3010,32,Female,Office_Job,42494.00634,5
3011,38,Female,Manual_Labor,14811.38215,3
3012,24,Female,Office_Job,48088.99727,3
3013,25,Female,Unemployed,2809.706031,2
3014,51,Female,Finance,503750.5189,3
3015,54,Male,Unemployed,0,4
3016,34,Female,Unemployed,0,3
3017,50,Male,Manual_Labor,14069.22153,5
3018,52,Male,Finance,504697.1143,2
3019,19,Male,Unemployed,0,5
3020,49,Male,Unemployed,0,0
3021,19,Male,Office_Job,62188.71036,4
3022,33,Female,Manual_Labor,22107.21156,2
3023,41,Female,Manual_Labor,21135.2165,0
3024,59,Male,Unemployed,0,2
3025,25,Male,Office_Job,45743.6879,5
3026,50,Male,Unemployed,935.6690987,4
3027,33,Female,Office_Job,50948.93535,5
3028,29,Male,Unemployed,0,0
3029,36,Male,Office_Job,48447.15695,0
3030,26,Male,Finance,502445.8242,1
3031,29,Female,Office_Job,52278.90396,4
3032,42,Male,Office_Job,46139.34558,4
3033,40,Female,Unemployed,0,5
3034,49,Male,Office_Job,43809.05634,3
3035,33,Female,Office_Job,49493.13892,2
3036,31,Female,Unemployed,0,4
3037,27,Male,Office_Job,48221.45485,0
3038,39,Male,Office_Job,49550.05786,0
3039,25,Male,Office_Job,44574.45061,3
3040,22,Male,Office_Job,42337.80871,3
3041,27,Female,Office_Job,44542.87914,3
3042,18,Male,Unemployed,0,0
3043,50,Male,Office_Job,52853.86313,0
3044,35,Female,Manual_Labor,17583.35771,4
3045,54,Female,Unemployed,0,0
3046,20,Male,Manual_Labor,4432.646473,0
3047,38,Female,Manual_Labor,15006.31574,4
3048,23,Male,Manual_Labor,8309.632971,0
3049,18,Female,Manual_Labor,11868.71265,3
3050,22,Female,Manual_Labor,21077.89825,0
3051,39,Male,Unemployed,0,3
3052,39,Female,Unemployed,4352.440803,1
3053,25,Male,Manual_Labor,18301.31189,3
3054,57,Male,Office_Job,43745.24259,0
3055,23,Female,Manual_Labor,21024.93216,2
3056,54,Female,Manual_Labor,13990.7926,0
3057,51,Female,Finance,500914.134,1
3058,58,Female,Unemployed,6529.723658,0
3059,58,Male,Unemployed,1375.542867,5
3060,48,Female,Manual_Labor,20323.78771,3
3061,35,Male,Manual_Labor,6761.496282,2
3062,23,Female,Office_Job,48454.05976,0
3063,60,Female,Office_Job,51233.50208,0
3064,46,Female,Manual_Labor,23690.01632,1
3065,29,Female,Manual_Labor,4559.452398,4
3066,20,Male,Manual_Labor,12268.86923,0
3067,18,Female,Unemployed,0,1
3068,58,Female,Unemployed,3601.818885,4
3069,25,Male,Office_Job,44735.80166,4
3070,35,Male,Office_Job,53180.32795,0
3071,58,Male,Finance,509960.2748,1
3072,36,Female,Unemployed,250.2010104,5
3073,47,Male,Manual_Labor,14481.9241,1
3074,53,Male,Manual_Labor,14196.81234,3
3075,47,Male,Office_Job,51536.1411,3
3076,18,Male,Manual_Labor,13166.84897,4
3077,29,Female,Office_Job,59489.93298,5
3078,26,Male,Manual_Labor,13572.20502,4
3079,47,Female,Manual_Labor,13179.35917,0
3080,19,Male,Office_Job,50286.18753,1
3081,33,Female,Office_Job,49802.55999,1
3082,40,Male,Office_Job,51421.08321,4
3083,25,Male,Office_Job,47557.38293,0
3084,29,Male,Unemployed,3334.252809,2
3085,55,Female,Manual_Labor,16420.36313,2
3086,56,Female,Unemployed,0,4
3087,32,Female,Finance,502370.4813,4
3088,38,Female,Office_Job,52315.24822,3
3089,34,Female,Office_Job,51953.18764,1
3090,26,Female,Unemployed,0,3
3091,18,Female,Manual_Labor,21074.97972,2
3092,52,Male,Unemployed,8881.876762,3
3093,18,Female,Unemployed,0,5
3094,41,Male,Finance,498866.0727,2
3095,43,Male,Unemployed,5742.097017,1
3096,25,Female,Manual_Labor,15814.14377,1
3097,28,Male,Unemployed,1952.841185,4
3098,52,Female,Office_Job,51617.51919,5
3099,44,Male,Manual_Labor,13526.98301,2
3100,39,Female,Manual_Labor,11126.58293,0
3101,42,Female,Office_Job,51928.00596,3
3102,60,Male,Office_Job,47162.78305,2
3103,38,Female,Unemployed,2786.7732,5
3104,52,Female,Unemployed,11949.22215,5
3105,25,Male,Unemployed,650.2078636,2
3106,22,Female,Unemployed,0,3
3107,25,Female,Office_Job,49010.6988,1
3108,47,Male,Manual_Labor,13106.06084,5
3109,45,Female,Manual_Labor,20736.35426,4
3110,39,Male,Manual_Labor,21725.6161,2
3111,27,Female,Office_Job,55893.61186,0
3112,46,Male,Office_Job,49702.71489,0
3113,34,Female,Unemployed,8715.715305,5
3114,29,Female,Manual_Labor,14849.33898,5
3115,35,Female,Office_Job,56180.13035,2
3116,44,Female,Manual_Labor,17504.28669,5
3117,28,Female,Manual_Labor,21801.63732,0
3118,26,Male,Manual_Labor,12547.86399,4
3119,22,Female,Manual_Labor,8235.001397,1
3120,55,Female,Manual_Labor,13134.45379,1
3121,43,Male,Office_Job,44740.23522,2
3122,44,Male,Unemployed,0,5
3123,35,Male,Unemployed,2985.412679,4
3124,26,Female,Office_Job,50314.30792,4
3125,30,Male,Office_Job,52673.4137,4
3126,54,Female,Unemployed,0,4
3127,54,Male,Manual_Labor,22189.17921,5
3128,54,Male,RichDaddy,999690.395,4
3129,22,Female,Office_Job,45121.69096,5
3130,42,Female,Manual_Labor,16390.30328,2
3131,28,Female,Office_Job,55074.3424,5
3132,18,Female,Manual_Labor,11781.18455,0
3133,34,Male,RichDaddy,991150.2232,1
3134,26,Male,Unemployed,440.7071327,5
3135,43,Female,Manual_Labor,12806.86131,3
3136,27,Female,Manual_Labor,19792.71221,0
3137,37,Male,Office_Job,46289.66092,2
3138,28,Female,Office_Job,46054.9545,2
3139,32,Male,Unemployed,2866.102252,5
3140,19,Male,Unemployed,10321.84807,2
3141,32,Female,Unemployed,8834.543057,4
3142,46,Male,Office_Job,49796.49045,0
3143,53,Female,Manual_Labor,20539.69543,4
3144,40,Male,Office_Job,63006.39458,0
3145,38,Female,Unemployed,0,1
3146,31,Male,Finance,497567.4771,3
3147,40,Female,Office_Job,55411.25309,0
3148,33,Female,Office_Job,56823.59542,2
3149,30,Female,Manual_Labor,14984.33474,0
3150,45,Male,Manual_Labor,12151.99626,3
3151,22,Female,Unemployed,0,2
3152,25,Female,Unemployed,9026.287293,1
3153,34,Male,Unemployed,0,2
3154,38,Female,Manual_Labor,13336.75854,4
3155,25,Male,Unemployed,0,3
3156,27,Male,Unemployed,0,4
3157,52,Male,Manual_Labor,23596.53737,2
3158,47,Male,Office_Job,42902.69538,5
3159,37,Female,Unemployed,1791.246293,4
3160,55,Female,Office_Job,50271.83403,4
3161,35,Male,Unemployed,0,4
3162,27,Female,Unemployed,10818.70472,3
3163,20,Male,Finance,500721.8158,1
3164,43,Female,Unemployed,8045.261274,1
3165,34,Male,Manual_Labor,14909.09715,2
3166,32,Male,Office_Job,58486.43274,2
3167,25,Male,Unemployed,0,2
3168,46,Male,Unemployed,3467.486441,5
3169,54,Female,Manual_Labor,13555.87476,0
3170,45,Male,Manual_Labor,24120.13977,1
3171,30,Male,Office_Job,50695.73333,3
3172,38,Female,Unemployed,0,0
3173,29,Female,Manual_Labor,19946.58995,4
3174,37,Female,Manual_Labor,13932.07689,5
3175,42,Male,Office_Job,44401.71698,0
3176,19,Male,Manual_Labor,7351.4311,4
3177,57,Male,Office_Job,54103.96851,2
3178,49,Female,Finance,495717.4955,1
3179,59,Male,Office_Job,54718.67715,5
3180,60,Male,Manual_Labor,13127.64279,3
3181,24,Male,Manual_Labor,7248.876408,3
3182,47,Male,Unemployed,0,0
3183,51,Female,Office_Job,48304.07026,1
3184,33,Female,Office_Job,44230.61305,4
3185,27,Female,Manual_Labor,19904.03268,0
3186,35,Female,Manual_Labor,20642.15987,1
3187,51,Male,Manual_Labor,18399.91952,1
3188,28,Male,Manual_Labor,14943.77995,1
3189,41,Male,RichDaddy,1006519.574,2
3190,27,Male,Unemployed,4279.815085,0
3191,41,Male,Office_Job,38214.20691,3
3192,27,Male,Office_Job,49624.19027,4
3193,35,Male,Office_Job,48629.73967,0
3194,26,Female,Manual_Labor,8128.080199,1
3195,50,Female,Office_Job,52013.55308,5
3196,42,Male,Office_Job,52464.45857,4
3197,38,Female,Office_Job,51560.61168,5
3198,38,Male,Manual_Labor,19360.27929,5
3199,43,Male,Unemployed,0,1
3200,50,Female,Unemployed,0,3
3201,49,Female,Manual_Labor,19243.47103,1
3202,35,Male,Manual_Labor,7181.203653,0
3203,46,Male,Manual_Labor,19540.25827,2
3204,29,Female,Manual_Labor,16122.17692,0
3205,33,Female,Manual_Labor,21319.08029,2
3206,24,Female,Unemployed,2040.487246,4
3207,41,Male,Office_Job,44455.64331,1
3208,46,Male,Unemployed,0,3
3209,22,Male,Office_Job,54860.36644,3
3210,53,Female,Unemployed,4257.8494,0
3211,37,Male,Manual_Labor,18494.78226,0
3212,35,Female,Unemployed,952.1097747,1
3213,45,Female,Unemployed,2491.894153,3
3214,31,Male,Finance,499558.7625,1
3215,48,Female,Unemployed,2576.773908,5
3216,51,Female,Office_Job,49164.98826,4
3217,41,Female,Unemployed,0,2
3218,58,Female,Unemployed,5339.082142,3
3219,25,Male,Unemployed,0,0
3220,48,Male,Manual_Labor,10678.41624,5
3221,47,Female,Office_Job,56178.84564,3
3222,30,Male,Unemployed,0,2
3223,50,Female,Finance,493652.3043,1
3224,27,Female,Unemployed,0,5
3225,48,Female,Office_Job,56178.47609,0
3226,30,Female,Unemployed,4187.345491,2
3227,30,Female,Office_Job,58508.09809,4
3228,54,Female,Manual_Labor,12068.52366,0
3229,52,Female,RichDaddy,1003168.979,3
3230,19,Female,Office_Job,59559.42263,5
3231,30,Female,Manual_Labor,9334.817802,1
3232,46,Male,Finance,490157.1509,1
3233,29,Female,Manual_Labor,11224.34045,3
3234,21,Male,Unemployed,0,2
3235,60,Male,Office_Job,47688.32857,1
3236,34,Female,Office_Job,47872.39681,3
3237,42,Female,Manual_Labor,13493.34239,1
3238,27,Female,Manual_Labor,18695.48711,1
3239,48,Female,Unemployed,0,1
3240,35,Female,Manual_Labor,12592.17628,2
3241,30,Male,RichDaddy,987706.2953,4
3242,39,Female,Office_Job,51086.08339,5
3243,55,Female,Office_Job,49840.68502,5
3244,24,Female,Manual_Labor,14073.14156,1
3245,60,Female,Manual_Labor,19154.75441,4
3246,48,Female,Unemployed,2872.04381,4
3247,41,Female,Unemployed,0,4
3248,36,Female,Unemployed,0,5
3249,41,Male,Office_Job,48548.67247,3
3250,29,Female,Office_Job,47743.59881,5
3251,35,Female,Manual_Labor,19145.17731,0
3252,45,Male,Unemployed,0,2
3253,51,Female,Office_Job,42805.14872,2
3254,44,Female,Unemployed,0,1
3255,57,Female,Unemployed,0,4
3256,47,Female,Manual_Labor,20709.63081,4
3257,22,Female,Office_Job,39503.30964,0
3258,39,Female,Office_Job,47369.69506,4
3259,40,Female,Unemployed,10926.37146,0
3260,42,Male,Manual_Labor,6650.235928,1
3261,28,Male,Finance,494044.283,5
3262,27,Female,Office_Job,49385.22986,5
3263,25,Female,Manual_Labor,8309.798164,3
3264,29,Female,Finance,502731.9141,3
3265,34,Female,Office_Job,48529.37362,0
3266,48,Male,Unemployed,0,4
3267,55,Female,Manual_Labor,13173.01462,4
3268,21,Male,Office_Job,51419.90992,5
3269,24,Male,Unemployed,0,3
3270,52,Male,Manual_Labor,19803.11036,5
3271,44,Male,Unemployed,0,4
3272,45,Male,Office_Job,61344.94995,4
3273,20,Male,Manual_Labor,9719.787855,3
3274,27,Male,Unemployed,2954.993131,2
3275,18,Male,Office_Job,53234.88197,2
3276,31,Female,Office_Job,52149.85745,0
3277,58,Female,Finance,498291.8778,1
3278,25,Male,Unemployed,556.9316762,2
3279,26,Female,Office_Job,43904.5143,3
3280,45,Male,Office_Job,39206.20543,0
3281,44,Female,Office_Job,51479.90707,4
3282,19,Female,Office_Job,44267.02804,0
3283,54,Male,Manual_Labor,21120.28212,1
3284,24,Female,RichDaddy,1000955.917,1
3285,23,Female,Office_Job,53287.94174,5
3286,29,Male,Unemployed,962.1548123,4
3287,39,Male,Manual_Labor,22989.38658,2
3288,50,Female,Office_Job,48177.17503,2
3289,44,Female,Finance,501103.9882,4
3290,36,Female,Office_Job,47921.22727,2
3291,56,Male,Unemployed,0,4
3292,48,Female,RichDaddy,1004938.85,0
3293,23,Male,Manual_Labor,13217.75495,1
3294,41,Male,Unemployed,5449.203902,4
3295,33,Male,Unemployed,4657.507841,0
3296,34,Female,Manual_Labor,21023.87326,3
3297,28,Male,Manual_Labor,13577.30475,1
3298,58,Male,Office_Job,49724.76863,1
3299,57,Female,Unemployed,4484.799948,3
3300,56,Female,Unemployed,0,2
3301,21,Male,RichDaddy,1005201.928,5
3302,42,Male,Unemployed,0,2
3303,49,Female,RichDaddy,999413.2751,2
3304,47,Female,Manual_Labor,16433.21795,4
3305,37,Male,Unemployed,6427.572512,3
3306,22,Male,Manual_Labor,10056.14011,5
3307,32,Female,Unemployed,5735.357494,0
3308,21,Male,Manual_Labor,18689.18708,0
3309,48,Male,Manual_Labor,14932.75726,5
3310,47,Male,Unemployed,6682.612395,0
3311,26,Male,Office_Job,52106.63365,1
3312,35,Female,Office_Job,54672.08584,2
3313,53,Female,Manual_Labor,18737.48505,1
3314,48,Male,Office_Job,34917.77784,3
3315,27,Male,Manual_Labor,19457.8208,0
3316,57,Female,Manual_Labor,5663.632277,1
3317,41,Female,RichDaddy,1004571.453,4
3318,24,Female,Unemployed,2331.609198,0
3319,44,Male,RichDaddy,993117.362,4
3320,49,Male,Unemployed,0,4
3321,45,Female,Office_Job,48840.48515,0
3322,39,Female,Unemployed,0,0
3323,54,Female,Manual_Labor,9617.611472,2
3324,30,Female,Office_Job,51653.41342,5
3325,32,Male,Finance,500306.3629,5
3326,20,Female,Office_Job,52121.25716,1
3327,25,Male,Office_Job,53466.40778,3
3328,23,Female,Manual_Labor,13263.32553,3
3329,40,Female,RichDaddy,1002887.855,2
3330,27,Female,Unemployed,22.54652698,0
3331,54,Female,Manual_Labor,17866.95525,3
3332,30,Male,Manual_Labor,16241.99054,4
3333,24,Male,Office_Job,54584.40841,4
3334,43,Male,Unemployed,6309.21757,3
3335,51,Male,Unemployed,2773.03386,0
3336,33,Male,Finance,498904.7658,5
3337,43,Female,Office_Job,47837.84471,3
3338,51,Female,Office_Job,47891.69046,5
3339,43,Female,Office_Job,50330.95964,5
3340,58,Female,Manual_Labor,10873.0437,5
3341,30,Female,Manual_Labor,22980.97472,0
3342,54,Female,Unemployed,1559.527275,5
3343,56,Female,Office_Job,54746.07262,0
3344,38,Male,Manual_Labor,18884.33885,3
3345,32,Female,Unemployed,0,1
3346,37,Female,Office_Job,43436.90667,3
3347,50,Female,Finance,496579.4056,1
3348,35,Male,Unemployed,0,2
3349,57,Male,Unemployed,1710.516574,1
3350,34,Male,Manual_Labor,21940.03255,5
3351,55,Male,Finance,504300.4277,2
3352,18,Female,Unemployed,0,4
3353,26,Female,Unemployed,0,0
3354,48,Male,Manual_Labor,12051.89693,1
3355,53,Male,Unemployed,0,5
3356,55,Male,Unemployed,0,4
3357,27,Male,Finance,503442.5184,5
3358,47,Male,Office_Job,54380.19669,2
3359,42,Female,Unemployed,3120.125083,1
3360,50,Male,RichDaddy,998915.0855,3
3361,42,Female,Manual_Labor,5182.636313,0
3362,36,Female,Finance,503708.6536,4
3363,51,Female,Unemployed,878.8981278,0
3364,20,Female,Office_Job,54015.71739,3
3365,22,Female,Office_Job,41292.665,4
3366,35,Male,Office_Job,53253.98845,5
3367,25,Female,Unemployed,6753.042015,0
3368,58,Female,RichDaddy,996222.241,5
3369,60,Male,Unemployed,10388.28604,3
3370,43,Female,Unemployed,0,1
3371,53,Male,Manual_Labor,14687.58061,4
3372,39,Male,Manual_Labor,10321.54404,4
3373,45,Male,Unemployed,8920.773801,3
3374,56,Female,Unemployed,0,1
3375,52,Male,Office_Job,49707.08006,3
3376,45,Female,Office_Job,48931.51509,0
3377,57,Female,Manual_Labor,18853.26369,0
3378,54,Female,Manual_Labor,17601.345,3
3379,37,Female,Office_Job,46902.48855,3
3380,50,Female,Manual_Labor,21145.56153,5
3381,53,Female,Finance,496986.399,3
3382,31,Male,Unemployed,0,1
3383,41,Female,Office_Job,44841.188,2
3384,28,Male,Manual_Labor,14973.54371,2
3385,29,Female,Office_Job,41785.72539,0
3386,49,Male,Office_Job,56150.49429,0
3387,58,Female,Manual_Labor,15994.54063,3
3388,28,Male,Unemployed,0,4
3389,19,Male,Office_Job,41854.47216,5
3390,21,Female,Unemployed,7548.411118,3
3391,52,Male,Manual_Labor,15063.6343,0
3392,20,Female,Manual_Labor,14840.96018,3
3393,30,Female,Unemployed,4151.204213,4
3394,48,Male,Unemployed,0,1
3395,46,Male,Manual_Labor,21255.33865,2
3396,21,Male,Manual_Labor,19367.63949,4
3397,33,Male,Unemployed,7660.628704,1
3398,21,Female,Office_Job,52235.45619,5
3399,32,Female,Office_Job,48507.22746,2
3400,43,Male,Unemployed,2338.855561,0
3401,33,Male,Unemployed,0,3
3402,32,Female,Unemployed,385.1487844,0
3403,38,Male,Unemployed,6164.704536,5
3404,56,Male,Unemployed,0,2
3405,59,Female,Manual_Labor,19803.71837,3
3406,40,Male,Office_Job,47271.33975,3
3407,39,Male,Office_Job,45235.24682,1
3408,20,Male,Manual_Labor,13011.85862,4
3409,26,Female,Unemployed,9062.524685,5
3410,47,Male,Office_Job,47042.07573,0
3411,41,Female,Office_Job,51645.32355,5
3412,60,Male,Office_Job,47625.04756,5
3413,30,Male,Unemployed,0,4
3414,60,Female,Unemployed,0,0
3415,27,Male,Finance,494150.6191,3
3416,57,Male,Finance,506096.9988,0
3417,47,Female,Manual_Labor,6727.576601,1
3418,34,Female,Office_Job,52771.03797,0
3419,43,Male,Office_Job,45355.80473,2
3420,20,Female,Unemployed,6984.842015,1
3421,51,Female,Office_Job,47938.48013,3
3422,36,Female,Manual_Labor,11044.03847,5
3423,43,Male,Office_Job,53430.85257,5
3424,53,Male,Unemployed,5312.439114,2
3425,18,Male,Office_Job,56499.90834,2
3426,56,Male,Manual_Labor,16842.1015,2
3427,58,Female,Finance,499936.0129,1
3428,35,Female,Unemployed,0,0
3429,18,Male,Unemployed,3728.411992,4
3430,60,Female,Office_Job,55411.92034,0
3431,24,Male,Office_Job,40290.2897,3
3432,38,Female,Manual_Labor,13137.17336,0
3433,33,Male,Finance,496855.1028,3
3434,54,Male,Unemployed,0,2
3435,31,Male,Unemployed,0,2
3436,52,Female,Office_Job,54714.52904,1
3437,37,Male,Manual_Labor,11821.48114,4
3438,21,Female,Unemployed,7549.216075,5
3439,60,Female,Unemployed,0,0
3440,19,Male,Office_Job,50725.19023,1
3441,32,Female,Unemployed,8327.491178,5
3442,34,Male,Office_Job,44805.55707,4
3443,60,Male,Unemployed,0,1
3444,40,Male,Unemployed,967.9315901,1
3445,51,Female,Manual_Labor,13745.43982,0
3446,54,Male,Office_Job,58332.14035,2
3447,50,Male,Office_Job,53806.37531,3
