,Age,Gender,GotPowers,SuperSerum,GotMutation
27779,40,Male,1,0,0
27780,40,Female,1,1,0
27781,18,Male,1,1,0
27782,20,Female,1,0,0
27783,20,Female,1,0,0
27784,43,Male,1,1,0
27785,46,Male,1,1,0
27786,31,Male,1,0,0
27787,9,Female,1,1,0
27788,22,Female,1,1,1
27789,6,Male,1,0,0
27790,50,Male,1,1,0
27791,36,Male,1,1,0
27792,28,Female,1,1,0
27793,19,Male,1,0,0
27794,37,Male,0,1,0
27795,31,Male,0,1,0
27796,36,Male,1,0,0
27797,31,Male,1,1,0
27798,13,Female,1,1,0
27799,33,Male,1,1,0
27800,25,Male,1,0,0
27801,32,Female,1,1,0
27802,47,Male,1,1,0
27803,2,Male,1,1,0
27804,5,Male,1,0,0
27805,28,Male,1,1,0
27806,24,Female,1,0,0
27807,22,Male,1,0,0
27808,38,Male,1,0,0
27809,10,Male,1,1,0
27810,2,Male,1,1,0
27811,39,Male,1,1,0
27812,12,Male,1,0,0
27813,31,Male,1,1,0
27814,40,Male,1,1,0
27815,28,Male,1,1,0
27816,49,Male,1,1,0
27817,17,Male,1,0,0
27818,46,Male,1,1,0
27819,7,Male,1,0,0
27820,33,Male,0,1,0
27821,39,Male,1,0,0
27822,48,Male,0,0,0
27823,33,Male,1,0,0
27824,29,Male,1,0,0
27825,17,Female,1,0,0
27826,39,Male,1,1,0
27827,40,Male,1,1,0
27828,42,Male,1,0,0
27829,16,Male,1,1,0
27830,17,Male,1,1,0
27831,25,Male,1,0,0
27832,25,Female,1,1,0
27833,23,Female,1,0,0
27834,14,Female,1,0,0
27835,34,Female,1,1,0
27836,38,Female,1,1,0
27837,22,Female,1,1,0
27838,32,Male,0,0,0
27839,27,Female,1,1,0
27840,17,Male,1,1,0
27841,19,Male,1,0,0
27842,11,Female,1,1,0
27843,36,Male,1,1,0
27844,18,Female,1,1,0
27845,19,Male,1,0,0
27846,32,Male,1,0,0
27847,42,Female,0,0,0
27848,44,Female,0,0,0
27849,48,Male,1,0,0
27850,40,Male,1,1,0
27851,22,Male,1,0,0
27852,15,Male,1,0,0
27853,37,Male,1,1,0
27854,11,Male,0,1,0
27855,46,Female,1,0,0
27856,10,Female,0,1,0
27857,40,Female,1,0,0
27858,38,Male,1,0,0
27859,28,Female,1,1,0
27860,44,Male,1,1,0
27861,16,Male,1,0,0
27862,19,Male,1,1,0
27863,23,Male,1,1,0
27864,48,Male,1,1,0
27865,26,Male,1,1,0
27866,47,Male,1,1,0
27867,6,Female,1,1,0
27868,20,Female,1,1,0
27869,27,Male,1,0,0
27870,11,Male,1,1,0
27871,7,Male,1,1,0
27872,29,Male,1,0,0
27873,34,Male,1,1,0
27874,39,Female,1,1,0
27875,41,Male,1,1,0
27876,24,Male,1,0,0
27877,48,Male,0,1,0
27878,30,Male,1,1,0
27879,19,Male,1,0,0
27880,29,Male,1,0,0
27881,44,Male,1,0,0
27882,47,Male,1,1,0
27883,41,Female,0,0,0
27884,34,Male,1,0,0
27885,1,Female,1,1,0
27886,4,Male,1,1,0
27887,18,Male,1,0,0
27888,37,Male,1,1,0
27889,16,Female,1,0,0
27890,16,Male,1,0,0
27891,37,Male,1,0,0
27892,36,Male,1,1,0
27893,12,Male,1,1,0
27894,19,Female,1,1,0
27895,47,Male,1,1,0
27896,26,Female,1,0,0
27897,19,Male,0,1,0
27898,16,Male,1,0,0
27899,47,Male,0,1,0
27900,7,Male,1,0,0
27901,6,Male,1,0,0
27902,6,Male,1,1,0
27903,12,Male,1,0,0
27904,1,Male,0,1,0
27905,34,Female,1,0,0
27906,37,Female,1,0,0
27907,50,Male,0,0,0
27908,3,Male,1,1,0
27909,50,Male,0,1,0
27910,31,Male,1,0,0
27911,8,Female,1,1,0
27912,16,Male,0,0,0
27913,42,Female,1,1,0
27914,41,Male,1,1,0
27915,46,Male,1,1,0
27916,36,Male,1,1,0
27917,48,Male,1,1,0
27918,17,Male,1,1,0
27919,35,Female,0,1,0
27920,14,Male,1,1,0
27921,36,Male,1,1,0
27922,44,Male,1,1,0
27923,37,Male,1,0,0
27924,31,Female,0,0,0
27925,39,Male,1,1,0
27926,26,Male,0,1,0
27927,48,Male,1,0,0
27928,40,Male,1,1,0
27929,24,Female,1,0,0
27930,24,Male,1,1,0
27931,36,Female,1,1,0
27932,10,Male,1,0,0
27933,47,Male,1,0,0
27934,3,Female,1,0,0
27935,16,Female,1,0,0
27936,31,Female,1,0,0
27937,36,Male,1,0,0
27938,3,Male,1,1,0
27939,32,Male,1,1,0
27940,30,Male,1,0,0
27941,22,Female,1,0,0
27942,43,Male,1,1,0
27943,19,Male,1,1,0
27944,50,Male,1,1,0
27945,48,Male,1,1,0
27946,43,Male,1,1,0
27947,44,Male,1,0,0
27948,11,Female,1,0,0
27949,45,Male,0,0,0
27950,17,Male,1,1,0
27951,46,Female,1,0,0
27952,6,Male,1,1,0
27953,25,Female,0,1,0
27954,4,Female,1,0,0
27955,37,Male,0,0,0
27956,25,Male,1,1,0
27957,33,Male,0,0,0
27958,45,Male,1,1,0
27959,14,Male,1,1,0
27960,7,Male,1,1,0
27961,47,Male,1,1,0
27962,2,Female,1,0,0
27963,8,Female,1,0,0
27964,29,Male,1,1,0
27965,32,Male,1,0,0
27966,41,Female,1,0,0
27967,13,Female,1,1,0
27968,47,Male,1,0,0
27969,33,Female,1,1,0
27970,11,Male,1,1,0
27971,47,Female,1,0,0
27972,32,Female,1,0,0
27973,17,Male,1,0,0
27974,27,Female,1,0,0
27975,23,Male,1,0,0
27976,28,Female,1,0,0
27977,17,Female,1,0,0
27978,28,Male,1,1,0
27979,35,Male,1,1,0
27980,18,Male,1,0,0
27981,14,Female,1,1,0
27982,3,Male,1,0,0
27983,25,Male,1,0,0
27984,3,Female,1,1,0
27985,17,Male,0,0,0
27986,38,Male,1,1,0
27987,21,Male,0,1,0
27988,9,Male,1,0,0
27989,36,Male,1,0,0
27990,45,Male,1,1,0
27991,26,Male,1,0,0
27992,35,Female,1,1,0
27993,11,Male,1,0,0
27994,28,Female,1,0,0
27995,19,Male,1,1,0
27996,34,Male,1,1,0
27997,21,Female,1,1,0
27998,42,Female,1,0,0
27999,15,Female,1,0,0
28000,40,Male,0,0,0
28001,21,Female,0,0,0
28002,17,Male,1,1,0
28003,29,Female,1,1,0
28004,17,Female,1,1,0
28005,40,Male,1,0,0
28006,32,Female,1,1,0
28007,39,Male,1,1,0
28008,26,Female,1,0,0
28009,21,Female,1,1,0
28010,34,Female,1,1,0
28011,3,Male,1,0,0
28012,5,Male,1,0,0
28013,7,Male,1,0,0
28014,32,Male,1,0,0
28015,20,Male,1,0,0
28016,6,Male,1,0,0
28017,12,Male,1,1,0
28018,30,Male,1,1,0
28019,26,Male,1,1,0
28020,12,Male,1,0,0
28021,2,Male,0,1,0
28022,33,Male,1,1,0
28023,33,Male,1,1,0
28024,40,Male,1,1,0
28025,1,Male,1,1,0
28026,44,Male,1,0,0
28027,28,Male,1,0,0
28028,37,Male,1,0,0
28029,5,Female,1,0,0
28030,4,Male,1,0,0
28031,24,Male,1,1,0
28032,12,Male,1,0,0
28033,38,Male,1,0,0
28034,20,Male,0,1,0
28035,49,Male,1,0,0
28036,8,Female,1,0,0
28037,4,Male,1,1,0
28038,20,Male,1,0,0
28039,2,Male,1,1,0
28040,44,Male,1,1,0
28041,19,Male,1,0,0
28042,19,Male,1,0,0
28043,42,Male,1,0,0
28044,14,Female,1,0,0
28045,23,Female,1,0,0
28046,15,Male,1,0,0
28047,7,Female,1,1,0
28048,20,Male,1,0,0
28049,23,Male,0,0,0
28050,21,Male,1,0,0
28051,15,Female,1,0,0
28052,3,Male,1,1,0
28053,13,Male,1,0,0
28054,45,Male,0,1,0
28055,8,Male,1,0,0
28056,25,Female,1,0,0
28057,33,Male,1,0,0
28058,8,Female,1,0,0
28059,24,Male,1,1,0
28060,44,Female,1,1,0
28061,32,Male,1,0,0
28062,45,Male,1,0,0
28063,39,Male,1,0,0
28064,29,Male,0,1,0
28065,18,Male,1,0,0
28066,7,Male,1,0,0
28067,50,Male,1,0,0
28068,19,Male,1,1,0
28069,6,Male,1,1,0
28070,2,Male,1,1,0
28071,40,Male,1,1,0
28072,44,Female,0,0,0
28073,10,Male,0,1,0
28074,50,Male,0,1,0
28075,17,Male,1,0,0
28076,50,Male,1,0,0
28077,20,Male,1,1,0
28078,9,Female,1,1,0
28079,20,Female,1,0,0
28080,23,Female,1,0,0
28081,44,Male,1,1,0
28082,32,Female,1,1,0
28083,41,Male,1,0,0
28084,8,Male,1,1,0
28085,35,Male,1,1,0
28086,15,Female,1,1,0
28087,31,Male,1,0,0
28088,30,Female,1,1,0
28089,38,Female,1,0,0
28090,4,Male,0,0,0
28091,47,Male,1,0,0
28092,3,Male,1,1,0
28093,12,Female,1,0,0
28094,15,Male,1,0,0
28095,29,Male,1,1,0
28096,19,Male,1,0,0
28097,40,Male,1,0,0
28098,4,Male,1,1,0
28099,48,Female,1,1,0
28100,43,Male,1,1,0
28101,22,Female,1,1,0
28102,14,Female,1,0,0
28103,28,Male,1,1,0
28104,16,Male,1,0,0
28105,44,Female,1,1,0
28106,38,Female,1,1,0
28107,47,Male,1,1,0
28108,18,Male,1,1,0
28109,36,Male,1,0,0
28110,20,Male,1,1,0
28111,33,Female,1,0,0
28112,44,Male,1,1,0
28113,6,Male,1,1,0
28114,34,Female,1,0,0
28115,4,Male,1,0,0
28116,8,Male,0,1,0
28117,36,Male,1,1,0
28118,37,Female,0,1,0
28119,33,Female,1,0,0
28120,9,Male,1,1,0
28121,25,Male,1,0,0
28122,1,Female,0,1,0
28123,37,Male,1,0,0
28124,5,Male,1,1,0
28125,6,Female,1,0,0
28126,16,Female,1,0,0
28127,19,Male,1,1,0
28128,22,Male,1,1,0
28129,25,Male,1,1,0
28130,37,Male,1,1,0
28131,17,Male,1,0,0
28132,35,Male,1,0,0
28133,24,Female,1,1,1
28134,16,Male,1,1,0
28135,36,Male,1,0,0
28136,5,Female,1,1,0
28137,33,Male,1,0,0
28138,24,Male,1,1,0
28139,27,Male,1,1,0
28140,11,Male,1,0,0
28141,8,Male,1,0,0
28142,44,Female,1,1,0
28143,5,Male,1,0,0
28144,42,Male,1,0,0
28145,42,Female,1,1,0
28146,8,Male,1,1,0
28147,20,Male,1,1,0
28148,39,Male,1,0,0
28149,10,Male,1,0,0
28150,10,Female,1,0,0
28151,4,Male,1,0,0
28152,17,Male,1,1,0
28153,7,Male,1,1,0
28154,1,Male,1,1,0
28155,37,Male,1,0,0
28156,16,Male,1,0,0
28157,29,Male,1,0,0
28158,32,Female,0,1,0
28159,2,Female,1,1,0
28160,26,Female,1,1,0
28161,3,Male,1,0,0
28162,12,Female,1,0,0
28163,46,Male,1,0,0
28164,42,Male,1,0,0
28165,17,Male,1,0,0
28166,34,Female,0,1,0
28167,43,Female,1,0,0
28168,44,Male,1,0,0
28169,28,Male,1,1,0
28170,25,Male,1,1,0
28171,7,Female,1,1,0
28172,10,Male,1,0,0
28173,15,Female,1,0,0
28174,3,Male,1,0,0
28175,8,Male,1,0,0
28176,50,Male,1,0,0
28177,27,Male,1,1,0
28178,50,Female,1,0,0
28179,19,Female,1,1,0
28180,34,Male,0,1,0
28181,28,Male,1,1,0
28182,15,Female,1,1,0
28183,37,Male,1,1,0
28184,22,Female,1,0,0
28185,48,Female,1,1,0
28186,27,Male,1,0,0
28187,39,Male,1,1,0
28188,23,Female,1,1,0
28189,39,Male,0,0,0
28190,3,Female,1,1,0
28191,21,Male,1,0,0
28192,24,Female,1,0,0
28193,39,Male,1,0,0
28194,7,Male,1,1,0
28195,17,Male,1,0,0
28196,4,Female,1,1,0
28197,38,Female,1,0,0
28198,35,Male,1,1,0
28199,5,Female,0,1,0
28200,12,Female,1,0,0
28201,30,Male,1,1,0
28202,41,Male,1,1,0
28203,43,Male,1,1,0
28204,11,Male,1,1,0
28205,24,Female,1,0,0
28206,6,Male,1,1,0
28207,7,Female,1,1,0
28208,43,Female,1,0,0
28209,19,Female,1,1,0
28210,17,Male,0,1,0
28211,44,Male,1,1,0
28212,4,Male,1,0,0
28213,16,Male,1,0,0
28214,39,Female,1,1,0
28215,28,Female,1,0,0
28216,30,Male,1,1,0
28217,13,Male,1,0,0
28218,5,Male,1,0,0
28219,16,Male,1,0,0
28220,16,Male,1,1,0
28221,43,Female,1,0,0
28222,11,Male,1,1,0
28223,15,Male,1,0,0
28224,37,Male,1,1,0
28225,7,Male,0,0,0
28226,30,Female,1,1,0
28227,44,Male,1,1,0
28228,24,Female,1,1,0
28229,38,Male,1,1,0
28230,41,Female,1,1,0
28231,6,Male,1,0,0
28232,22,Female,1,1,0
28233,42,Female,1,0,0
28234,6,Female,0,1,0
28235,49,Male,1,1,0
28236,21,Male,1,1,0
28237,40,Male,1,1,0
28238,6,Male,1,0,0
28239,18,Male,1,0,0
28240,39,Male,1,1,0
28241,7,Female,1,1,0
28242,49,Female,1,0,0
28243,4,Male,1,0,0
28244,46,Female,1,0,0
28245,19,Male,1,0,0
28246,35,Female,0,0,0
28247,46,Female,1,1,0
28248,6,Male,1,1,0
28249,31,Male,1,1,0
28250,7,Male,1,0,0
28251,39,Male,1,1,0
28252,40,Male,1,1,0
28253,29,Male,1,1,0
28254,17,Male,1,0,0
28255,42,Male,1,1,0
28256,24,Female,1,1,0
28257,8,Female,1,1,0
28258,45,Male,1,1,0
28259,3,Male,1,0,0
28260,23,Male,1,0,0
28261,14,Male,1,0,0
28262,24,Male,1,0,0
28263,34,Female,1,1,0
28264,5,Male,1,0,0
28265,15,Male,1,1,0
28266,41,Male,1,1,0
28267,23,Male,1,0,0
28268,33,Female,1,1,0
28269,46,Male,1,1,0
28270,5,Male,0,1,0
28271,46,Female,1,0,0
28272,38,Female,1,1,0
28273,38,Female,1,1,0
28274,17,Male,0,1,0
28275,44,Male,1,0,0
28276,37,Male,1,1,0
28277,35,Male,1,0,0
28278,18,Male,1,0,0
28279,38,Male,1,1,0
28280,22,Male,1,0,0
28281,46,Male,1,1,0
28282,8,Male,1,0,0
28283,43,Male,1,1,0
28284,14,Female,1,0,0
28285,11,Male,1,0,0
28286,49,Female,1,0,0
28287,11,Male,1,0,0
28288,4,Female,1,1,0
28289,8,Female,1,0,0
28290,39,Female,1,0,0
28291,14,Male,1,0,0
28292,45,Male,1,1,0
28293,50,Female,1,0,0
28294,2,Male,1,0,0
28295,31,Male,1,1,0
28296,35,Male,1,1,0
28297,43,Male,1,0,0
28298,25,Male,1,0,0
28299,4,Male,1,1,0
28300,42,Male,1,1,0
28301,23,Female,1,1,0
28302,39,Male,1,0,0
28303,23,Female,1,0,0
28304,21,Male,1,1,0
28305,11,Male,1,0,0
28306,2,Male,1,0,0
28307,47,Male,1,0,0
28308,39,Male,1,1,0
28309,10,Male,1,1,0
28310,46,Male,1,1,0
28311,11,Male,1,1,0
28312,28,Female,1,0,0
28313,34,Male,1,1,0
28314,37,Female,0,0,0
28315,7,Male,1,0,0
28316,9,Female,1,0,0
28317,9,Male,1,0,0
28318,48,Male,1,0,0
28319,41,Female,1,0,0
28320,24,Female,1,0,0
28321,18,Female,1,0,0
28322,28,Male,1,1,0
28323,33,Male,1,1,0
28324,49,Male,1,1,0
28325,37,Male,1,0,0
28326,23,Female,1,1,0
28327,45,Male,1,0,0
28328,32,Female,1,0,0
28329,27,Male,1,0,0
28330,34,Male,0,0,0
28331,2,Male,0,1,0
28332,11,Female,0,1,0
28333,49,Female,1,0,0
28334,11,Male,1,1,0
28335,2,Female,1,0,0
28336,14,Male,0,1,0
28337,4,Female,1,0,0
28338,6,Female,1,0,0
28339,8,Male,1,0,0
28340,2,Female,1,1,0
28341,23,Female,1,1,0
28342,10,Male,1,0,0
28343,2,Female,1,1,0
28344,40,Male,1,0,0
28345,30,Female,1,0,0
28346,12,Female,1,0,0
28347,32,Male,1,0,0
28348,43,Male,1,1,0
28349,38,Female,1,0,0
28350,37,Male,1,1,0
28351,25,Male,1,1,0
28352,27,Male,1,1,0
28353,32,Male,1,0,0
28354,5,Male,1,0,0
28355,25,Male,1,0,0
28356,22,Male,1,1,0
28357,14,Male,1,0,0
28358,26,Male,0,0,0
28359,48,Male,1,1,0
28360,16,Male,1,1,0
28361,7,Female,1,1,0
28362,35,Male,1,0,0
28363,30,Male,1,1,0
28364,4,Female,1,1,0
28365,16,Female,1,0,0
28366,18,Male,1,0,0
28367,48,Male,1,0,0
28368,7,Male,0,1,0
28369,25,Male,1,1,0
28370,13,Male,0,1,0
28371,16,Male,1,0,0
28372,32,Male,1,0,0
28373,21,Female,1,1,1
28374,18,Male,1,1,0
28375,12,Male,1,1,0
28376,10,Female,1,0,0
28377,8,Male,1,0,0
28378,45,Male,1,1,0
28379,42,Male,1,1,0
28380,37,Male,1,1,0
28381,29,Male,1,1,0
28382,2,Female,1,1,0
28383,27,Male,1,0,0
28384,38,Female,1,1,0
28385,22,Male,1,1,0
28386,34,Male,1,1,0
28387,32,Male,1,0,0
28388,19,Male,1,0,0
28389,37,Female,1,1,0
28390,9,Male,0,0,0
28391,26,Male,0,0,0
28392,13,Female,1,0,0
28393,16,Male,1,0,0
28394,13,Female,1,1,0
28395,36,Male,1,1,0
28396,7,Female,1,0,0
28397,25,Male,1,0,0
28398,35,Female,1,1,0
28399,21,Male,1,0,0
28400,41,Male,1,0,0
28401,4,Male,1,1,0
28402,31,Female,0,0,0
28403,2,Male,1,0,0
28404,6,Male,1,1,0
28405,28,Female,1,1,0
28406,46,Male,1,1,0
28407,8,Female,0,1,0
28408,32,Female,1,0,0
28409,41,Male,1,0,0
28410,19,Female,1,0,0
28411,48,Male,1,1,0
28412,4,Female,1,1,0
28413,27,Male,1,1,0
28414,28,Male,1,0,0
28415,38,Male,1,1,0
28416,42,Female,1,0,0
28417,44,Male,0,1,0
28418,48,Male,1,0,0
28419,16,Female,1,1,0
28420,33,Male,1,1,0
28421,46,Male,1,0,0
28422,39,Male,1,1,0
28423,31,Male,1,0,0
28424,25,Male,0,0,0
28425,36,Female,1,1,0
28426,35,Male,1,1,0
28427,1,Female,1,1,0
28428,21,Female,1,1,0
28429,34,Male,1,0,0
28430,45,Male,0,0,0
28431,4,Female,1,0,0
28432,9,Male,1,0,0
28433,32,Male,1,0,0
28434,33,Male,1,1,0
28435,1,Male,1,1,0
28436,22,Female,1,1,1
28437,16,Female,1,0,0
28438,32,Male,1,1,0
28439,32,Male,1,0,0
28440,41,Female,1,0,0
28441,20,Female,1,1,0
28442,22,Male,1,1,0
28443,16,Male,1,0,0
28444,48,Male,1,0,0
28445,40,Female,0,1,0
28446,15,Female,1,1,0
28447,8,Male,1,1,0
28448,3,Male,1,1,0
28449,13,Male,1,1,0
28450,4,Male,1,1,0
28451,13,Male,1,1,0
28452,6,Male,0,1,0
28453,31,Female,1,1,0
28454,31,Male,1,0,0
28455,30,Male,1,1,0
28456,44,Male,1,0,0
28457,41,Male,1,0,0
28458,3,Male,0,0,0
28459,19,Male,1,0,0
28460,21,Female,0,1,0
28461,12,Male,1,1,0
28462,1,Female,1,1,0
28463,40,Female,1,0,0
28464,30,Male,1,1,0
28465,7,Male,1,1,0
28466,50,Male,1,0,0
28467,23,Male,1,1,0
28468,43,Male,1,1,0
28469,26,Male,1,0,0
28470,18,Female,1,0,0
28471,31,Male,1,1,0
28472,33,Male,1,1,0
28473,34,Male,1,1,0
28474,26,Male,0,0,0
28475,21,Female,1,0,0
28476,31,Male,1,1,0
28477,2,Male,1,0,0
28478,8,Male,1,0,0
28479,12,Male,1,0,0
28480,36,Male,1,0,0
28481,17,Male,1,0,0
28482,2,Male,1,0,0
28483,42,Male,1,0,0
28484,45,Male,1,1,0
28485,14,Female,1,0,0
28486,40,Male,0,1,0
28487,26,Female,1,1,0
28488,34,Female,1,1,0
28489,30,Male,1,1,0
28490,25,Male,1,1,0
28491,1,Male,1,1,0
28492,31,Female,1,0,0
28493,12,Male,0,0,0
28494,49,Male,1,0,0
28495,35,Male,1,1,0
28496,48,Male,1,0,0
28497,2,Female,1,0,0
28498,7,Male,0,0,0
28499,9,Male,1,0,0
28500,39,Male,1,1,0
28501,23,Male,0,1,0
28502,26,Male,1,0,0
28503,28,Male,1,1,0
28504,38,Male,1,0,0
28505,41,Female,1,0,0
28506,23,Male,0,0,0
28507,8,Female,1,0,0
28508,17,Male,1,1,0
28509,34,Male,1,1,0
28510,25,Male,1,1,0
28511,18,Female,1,0,0
28512,20,Male,1,0,0
28513,4,Male,0,1,0
28514,1,Female,1,1,0
28515,33,Male,1,0,0
28516,3,Male,0,1,0
28517,2,Male,1,1,0
28518,4,Female,1,1,0
28519,30,Male,1,0,0
28520,7,Male,1,1,0
28521,6,Female,1,1,0
28522,48,Female,0,1,0
28523,3,Male,1,1,0
28524,16,Male,1,1,0
28525,8,Female,1,1,0
28526,19,Female,1,0,0
28527,43,Male,0,0,0
28528,1,Male,0,0,0
28529,35,Male,1,0,0
28530,4,Male,1,0,0
28531,15,Male,1,1,0
28532,30,Male,1,0,0
28533,44,Male,0,1,0
28534,36,Male,1,1,0
28535,8,Male,1,0,0
28536,17,Male,1,0,0
28537,50,Male,1,1,0
28538,2,Male,1,0,0
28539,10,Female,1,1,0
28540,21,Male,1,1,0
28541,37,Female,1,0,0
28542,21,Male,1,0,0
28543,37,Male,1,0,0
28544,3,Male,1,0,0
28545,46,Male,1,1,0
28546,25,Male,1,0,0
28547,22,Male,1,1,0
28548,23,Male,1,1,0
28549,16,Female,1,0,0
28550,10,Male,0,0,0
28551,7,Male,1,1,0
28552,42,Male,1,1,0
28553,37,Female,1,0,0
28554,39,Male,1,1,0
28555,20,Male,0,1,0
28556,10,Male,1,1,0
28557,13,Male,0,0,0
28558,16,Female,1,0,0
28559,43,Male,1,1,0
28560,40,Male,1,1,0
28561,38,Male,1,1,0
28562,43,Male,1,1,0
28563,20,Female,1,0,0
28564,45,Male,1,0,0
28565,17,Male,1,1,0
28566,49,Female,1,0,0
28567,11,Female,1,0,0
28568,5,Male,1,0,0
28569,38,Male,1,1,0
28570,5,Male,0,1,0
28571,36,Male,1,0,0
28572,7,Male,1,1,0
28573,14,Male,1,1,0
28574,15,Female,1,0,0
28575,28,Male,1,1,0
28576,13,Male,0,1,0
28577,16,Female,1,1,0
28578,47,Female,1,1,0
28579,29,Male,1,1,0
28580,21,Male,1,0,0
28581,5,Male,1,0,0
28582,48,Female,1,1,0
28583,30,Male,1,0,0
28584,33,Male,1,0,0
28585,48,Female,1,1,0
28586,13,Male,1,1,0
28587,36,Male,1,0,0
28588,1,Male,0,1,0
28589,49,Female,1,0,0
28590,21,Female,1,0,0
28591,27,Male,1,1,0
28592,17,Male,1,1,0
28593,14,Male,1,0,0
28594,34,Male,1,1,0
28595,4,Female,0,1,0
28596,10,Female,1,1,0
28597,16,Male,1,1,0
28598,17,Male,1,0,0
28599,12,Male,1,1,0
28600,16,Male,1,0,0
28601,35,Female,1,0,0
28602,42,Male,0,1,0
28603,46,Male,1,1,0
28604,47,Female,1,0,0
28605,19,Male,1,1,0
28606,41,Male,0,1,0
28607,1,Male,1,1,0
28608,35,Male,1,1,0
28609,20,Male,1,0,0
28610,41,Female,1,0,0
28611,8,Male,1,1,0
28612,47,Male,0,1,0
28613,1,Male,1,1,0
28614,40,Female,1,1,0
28615,4,Male,1,1,0
28616,5,Male,1,1,0
28617,36,Female,1,1,0
28618,6,Male,1,1,0
28619,5,Male,1,1,0
28620,47,Male,1,0,0
28621,14,Female,0,0,0
28622,18,Female,1,1,0
28623,37,Male,1,0,0
28624,4,Male,1,0,0
28625,10,Male,1,0,0
28626,25,Male,1,1,0
28627,38,Male,1,1,0
28628,16,Male,1,1,0
28629,4,Male,1,1,0
28630,40,Male,1,1,0
28631,41,Female,1,1,0
28632,2,Male,1,0,0
28633,7,Male,1,0,0
28634,8,Male,1,0,0
28635,20,Male,1,1,0
28636,5,Male,0,0,0
28637,13,Female,1,0,0
28638,30,Female,1,1,0
28639,3,Male,1,1,0
28640,16,Male,1,0,0
28641,24,Male,1,1,0
28642,48,Male,0,1,0
28643,13,Male,1,0,0
28644,21,Male,1,0,0
28645,38,Male,1,0,0
28646,19,Male,1,0,0
28647,43,Male,1,0,0
28648,10,Male,1,0,0
28649,48,Female,1,0,0
28650,46,Female,0,1,0
28651,19,Male,1,1,0
28652,47,Female,1,1,0
28653,41,Male,1,0,0
28654,14,Male,1,1,0
28655,29,Female,0,0,0
28656,15,Male,1,1,0
28657,34,Male,1,1,0
28658,18,Male,1,0,0
28659,14,Female,1,1,0
28660,43,Male,1,1,0
28661,5,Female,1,1,0
28662,50,Male,1,0,0
28663,10,Male,1,0,0
28664,14,Male,1,1,0
28665,47,Male,1,0,0
28666,34,Male,1,1,0
28667,49,Male,1,0,0
28668,25,Male,1,0,0
28669,13,Male,1,1,0
28670,31,Female,1,1,0
28671,16,Male,1,0,0
28672,29,Male,1,0,0
28673,45,Male,0,0,0
28674,48,Female,1,1,0
28675,9,Female,1,1,0
28676,48,Male,1,1,0
28677,11,Male,1,0,0
28678,49,Male,1,1,0
28679,24,Male,1,0,0
28680,34,Female,1,1,0
28681,3,Male,1,1,0
28682,42,Male,1,0,0
28683,15,Male,1,1,0
28684,27,Male,1,0,0
28685,2,Male,1,1,0
28686,42,Male,1,1,0
28687,2,Female,1,0,0
28688,11,Female,1,0,0
28689,22,Female,1,0,0
28690,11,Female,0,1,0
28691,29,Male,1,0,0
28692,27,Male,1,1,0
28693,38,Male,1,1,0
28694,46,Male,1,1,0
28695,42,Male,0,0,0
28696,43,Male,1,0,0
28697,32,Female,0,1,0
28698,30,Female,1,0,0
28699,16,Male,1,0,0
28700,40,Female,1,0,0
28701,4,Male,1,0,0
28702,49,Male,1,0,0
28703,2,Male,1,1,0
28704,12,Female,1,0,0
28705,20,Male,1,0,0
28706,32,Male,1,0,0
28707,15,Male,1,1,0
28708,39,Male,1,1,0
28709,5,Male,1,0,0
28710,11,Female,1,0,0
28711,36,Female,1,0,0
28712,3,Female,1,0,0
28713,49,Male,1,0,0
28714,9,Male,1,1,0
28715,30,Female,1,0,0
28716,38,Male,1,1,0
28717,28,Female,1,0,0
28718,44,Male,1,1,0
28719,18,Male,1,1,0
28720,14,Female,1,1,0
28721,9,Female,1,0,0
28722,33,Male,1,1,0
28723,32,Female,1,1,0
28724,9,Male,1,1,0
28725,44,Female,1,0,0
28726,45,Male,1,0,0
28727,36,Male,1,1,0
28728,33,Female,1,0,0
28729,43,Male,1,1,0
28730,23,Male,1,0,0
28731,24,Male,1,1,0
28732,26,Male,1,0,0
28733,33,Female,1,0,0
28734,8,Male,0,0,0
28735,14,Female,0,1,0
28736,32,Male,1,0,0
28737,12,Female,1,0,0
28738,39,Female,1,1,0
28739,25,Male,1,1,0
28740,46,Male,1,1,0
28741,27,Male,1,0,0
28742,25,Male,0,0,0
28743,7,Male,1,1,0
28744,48,Male,0,1,0
28745,44,Female,0,1,0
28746,29,Male,1,1,0
28747,14,Male,0,0,0
28748,20,Female,1,1,0
28749,34,Female,1,1,0
28750,22,Male,1,1,0
28751,41,Male,1,0,0
28752,45,Male,1,0,0
28753,26,Male,0,0,0
28754,38,Male,1,0,0
28755,22,Male,1,0,0
28756,47,Male,1,1,0
28757,34,Male,1,1,0
28758,2,Male,0,0,0
28759,22,Female,0,1,1
28760,50,Female,1,0,0
28761,46,Male,1,0,0
28762,29,Male,1,1,0
28763,12,Male,1,1,0
28764,29,Male,1,0,0
28765,41,Male,1,0,0
28766,12,Male,1,1,0
28767,28,Male,1,0,0
28768,16,Female,1,1,0
28769,35,Male,1,0,0
28770,43,Female,1,1,0
28771,18,Male,1,0,0
28772,40,Male,1,0,0
28773,24,Male,1,1,0
28774,3,Female,0,1,0
28775,39,Male,0,1,0
28776,12,Male,0,0,0
