,Date,Location,Type,Suspect_In_Custody,Weapon_Involved
1273,2022-06-26,Suburban,Fraud,No,False
1274,2022-06-26,Urban,Speeding,Yes,False
1275,2022-06-26,Suburban,Jaywalking,No,False
1276,2022-06-25,Urban,Blackmail,No,False
1277,2022-06-25,Suburban,Theft,No,False
1278,2022-06-25,Suburban,Jaywalking,No,False
1279,2022-06-25,Suburban,Jaywalking,No,False
1280,2022-06-22,Suburban,Jaywalking,Yes,False
1281,2022-06-22,Suburban,Speeding,No,False
1282,2022-06-22,Suburban,Speeding,No,False
1283,2022-06-22,Suburban,Theft,No,False
1284,2022-06-22,Urban,Theft,Yes,True
1285,2022-06-21,Urban,Speeding,No,False
1286,2022-06-21,Suburban,Theft,No,False
1287,2022-06-21,Suburban,Fraud,No,False
1288,2022-06-21,Rural,Fraud,Yes,False
1289,2022-06-21,Suburban,Theft,No,False
1290,2022-06-20,Suburban,Jaywalking,No,False
1291,2022-06-20,Rural,Speeding,No,False
1292,2022-06-20,Urban,Theft,Yes,True
1293,2022-06-20,Urban,Fraud,No,False
1294,2022-06-20,Urban,Theft,No,False
1295,2022-06-20,Urban,Blackmail,Yes,False
1296,2022-06-20,Suburban,Theft,No,False
1297,2022-06-19,Rural,Theft,No,False
1298,2022-06-19,Urban,Fraud,No,False
1299,2022-06-19,Urban,Speeding,No,False
1300,2022-06-19,Suburban,Theft,No,False
1301,2022-06-19,Rural,Fraud,No,False
1302,2022-06-19,Urban,Jaywalking,No,False
1303,2022-06-19,Suburban,Speeding,No,False
1304,2022-06-19,Urban,Fraud,No,False
1305,2022-06-19,Suburban,Speeding,No,False
1306,2022-06-19,Rural,Theft,No,False
1307,2022-06-18,Suburban,Theft,No,True
1308,2022-06-18,Rural,Fraud,Yes,False
1309,2022-06-18,Suburban,Theft,Yes,False
1310,2022-06-17,Urban,Theft,No,False
1311,2022-06-17,Suburban,Blackmail,No,False
1312,2022-06-17,Rural,Speeding,No,False
1313,2022-06-17,Rural,Theft,No,False
1314,2022-06-17,Suburban,Theft,No,False
1315,2022-06-16,Suburban,Speeding,No,False
1316,2022-06-16,Urban,Speeding,No,False
1317,2022-06-16,Urban,Jaywalking,No,False
1318,2022-06-16,Suburban,Jaywalking,Yes,False
1319,2022-06-15,Urban,Fraud,Yes,False
1320,2022-06-15,Urban,Theft,Yes,True
1321,2022-06-15,Urban,Theft,No,True
1322,2022-06-15,Rural,Theft,Yes,False
1323,2022-06-15,Suburban,Theft,No,True
1324,2022-06-15,Rural,Theft,Yes,False
1325,2022-06-15,Urban,Jaywalking,No,False
1326,2022-06-15,Urban,Jaywalking,No,False
1327,2022-06-15,Suburban,Jaywalking,Yes,False
1328,2022-06-14,Suburban,Jaywalking,No,False
1329,2022-06-14,Urban,Speeding,No,False
1330,2022-06-14,Urban,Theft,No,False
1331,2022-06-14,Suburban,Theft,No,False
1332,2022-06-14,Suburban,Theft,No,True
1333,2022-06-14,Urban,Theft,No,True
1334,2022-06-14,Urban,Theft,No,False
1335,2022-06-14,Urban,Theft,No,False
1336,2022-06-13,Urban,Theft,Yes,True
1337,2022-06-13,Rural,Speeding,No,False
1338,2022-06-13,Urban,Speeding,No,False
1339,2022-06-13,Rural,Theft,No,True
1340,2022-06-13,Urban,Speeding,Yes,False
1341,2022-06-13,Urban,Speeding,No,False
1342,2022-06-13,Urban,Fraud,No,False
1343,2022-06-13,Rural,Blackmail,No,False
1344,2022-06-13,Urban,Blackmail,No,False
1345,2022-06-13,Suburban,Blackmail,No,False
1346,2022-06-12,Suburban,Speeding,Yes,False
1347,2022-06-12,Suburban,Fraud,No,False
1348,2022-06-11,Urban,Theft,Yes,False
1349,2022-06-10,Suburban,Fraud,Yes,False
1350,2022-06-10,Urban,Theft,No,True
1351,2022-06-10,Suburban,Theft,No,False
1352,2022-06-10,Rural,Theft,Yes,True
1353,2022-06-10,Urban,Fraud,No,False
1354,2022-06-10,Urban,Blackmail,No,False
1355,2022-06-10,Urban,Theft,No,True
1356,2022-06-10,Urban,Speeding,No,False
1357,2022-06-09,Urban,Theft,No,True
1358,2022-06-09,Urban,Fraud,No,False
1359,2022-06-09,Urban,Theft,No,False
1360,2022-06-09,Rural,Theft,Yes,False
1361,2022-06-09,Urban,Theft,No,True
1362,2022-06-08,Rural,Theft,No,True
1363,2022-06-06,Urban,Speeding,No,False
1364,2022-06-06,Urban,Theft,No,True
1365,2022-06-06,Suburban,Theft,No,False
1366,2022-06-06,Urban,Jaywalking,No,False
1367,2022-06-06,Suburban,Theft,No,True
1368,2022-06-05,Urban,Speeding,No,False
1369,2022-06-05,Urban,Fraud,No,False
1370,2022-06-05,Urban,Jaywalking,Yes,False
1371,2022-06-05,Rural,Theft,No,False
1372,2022-06-05,Rural,Theft,No,False
1373,2022-06-05,Rural,Fraud,No,False
1374,2022-06-05,Urban,Jaywalking,No,False
1375,2022-06-05,Urban,Speeding,No,False
1376,2022-06-05,Urban,Theft,No,False
1377,2022-06-05,Urban,Theft,No,False
1378,2022-06-04,Urban,Theft,No,False
1379,2022-06-04,Suburban,Speeding,Yes,False
1380,2022-06-03,Rural,Theft,Yes,False
1381,2022-06-02,Urban,Speeding,Yes,False
1382,2022-06-02,Urban,Fraud,No,False
1383,2022-06-02,Urban,Theft,No,True
1384,2022-06-02,Urban,Theft,No,True
1385,2022-06-01,Rural,Theft,No,True
1386,2022-06-01,Suburban,Theft,No,True
1387,2022-06-01,Rural,Speeding,Yes,False
1388,2022-06-01,Urban,Theft,No,False
1389,2022-06-01,Suburban,Theft,No,False
1390,2022-06-01,Suburban,Blackmail,No,False
1391,2022-06-01,Urban,Theft,No,False
1392,2022-05-31,Urban,Theft,No,False
1393,2022-05-31,Suburban,Theft,No,True
1394,2022-05-31,Urban,Blackmail,Yes,False
1395,2022-05-31,Urban,Theft,Yes,False
1396,2022-05-31,Urban,Speeding,No,False
1397,2022-05-30,Urban,Speeding,No,False
1398,2022-05-30,Urban,Theft,No,False
1399,2022-05-30,Urban,Theft,No,True
1400,2022-05-30,Urban,Speeding,No,False
1401,2022-05-30,Urban,Fraud,No,False
1402,2022-05-30,Urban,Jaywalking,No,False
1403,2022-05-30,Urban,Theft,No,False
1404,2022-05-30,Urban,Theft,No,True
1405,2022-05-30,Rural,Theft,No,True
1406,2022-05-29,Urban,Theft,No,True
1407,2022-05-29,Rural,Jaywalking,Yes,False
1408,2022-05-29,Urban,Theft,Yes,False
1409,2022-05-29,Urban,Jaywalking,No,False
1410,2022-05-29,Suburban,Blackmail,No,False
1411,2022-05-28,Urban,Theft,Yes,True
1412,2022-05-28,Urban,Theft,Yes,False
1413,2022-05-28,Suburban,Jaywalking,Yes,False
1414,2022-05-28,Urban,Theft,No,True
1415,2022-05-28,Suburban,Speeding,No,False
1416,2022-05-28,Urban,Jaywalking,No,False
1417,2022-05-28,Suburban,Theft,No,True
1418,2022-05-27,Urban,Theft,No,False
1419,2022-05-26,Urban,Speeding,No,False
1420,2022-05-26,Suburban,Theft,No,True
1421,2022-05-26,Suburban,Speeding,No,False
1422,2022-05-25,Urban,Jaywalking,Yes,False
1423,2022-05-25,Urban,Theft,No,True
1424,2022-05-25,Urban,Blackmail,No,False
1425,2022-05-24,Urban,Theft,No,True
1426,2022-05-24,Rural,Speeding,No,False
1427,2022-05-24,Urban,Blackmail,No,False
1428,2022-05-24,Urban,Speeding,No,False
1429,2022-05-24,Urban,Theft,No,False
1430,2022-05-24,Urban,Jaywalking,No,False
1431,2022-05-23,Urban,Speeding,Yes,False
1432,2022-05-23,Urban,Speeding,No,False
1433,2022-05-23,Rural,Theft,No,True
1434,2022-05-23,Urban,Theft,No,False
1435,2022-05-23,Urban,Blackmail,No,False
1436,2022-05-23,Suburban,Jaywalking,No,False
1437,2022-05-23,Urban,Blackmail,No,False
1438,2022-05-23,Rural,Jaywalking,No,False
1439,2022-05-23,Urban,Theft,No,False
1440,2022-05-22,Suburban,Theft,No,False
1441,2022-05-22,Suburban,Jaywalking,No,False
1442,2022-05-22,Suburban,Speeding,No,False
1443,2022-05-22,Urban,Theft,No,False
1444,2022-05-22,Rural,Theft,No,True
1445,2022-05-22,Urban,Jaywalking,No,False
1446,2022-05-22,Rural,Jaywalking,No,False
1447,2022-05-22,Suburban,Theft,No,True
1448,2022-05-21,Urban,Jaywalking,No,False
1449,2022-05-21,Urban,Theft,Yes,False
1450,2022-05-21,Suburban,Jaywalking,No,False
1451,2022-05-21,Suburban,Theft,No,True
1452,2022-05-21,Rural,Theft,No,False
1453,2022-05-21,Urban,Theft,No,True
1454,2022-05-21,Urban,Jaywalking,No,False
1455,2022-05-20,Urban,Theft,No,False
1456,2022-05-20,Rural,Theft,Yes,False
1457,2022-05-20,Urban,Jaywalking,Yes,False
1458,2022-05-20,Urban,Jaywalking,No,False
1459,2022-05-20,Suburban,Speeding,No,False
1460,2022-05-20,Urban,Speeding,No,False
1461,2022-05-20,Suburban,Speeding,No,False
1462,2022-05-20,Suburban,Theft,Yes,True
1463,2022-05-20,Urban,Speeding,No,False
1464,2022-05-19,Rural,Fraud,No,False
1465,2022-05-19,Urban,Theft,No,True
1466,2022-05-19,Suburban,Speeding,No,False
1467,2022-05-19,Rural,Theft,No,True
1468,2022-05-19,Urban,Theft,No,True
1469,2022-05-18,Urban,Theft,No,False
1470,2022-05-17,Urban,Speeding,No,False
1471,2022-05-16,Rural,Speeding,No,False
1472,2022-05-16,Urban,Theft,No,False
1473,2022-05-16,Urban,Speeding,No,False
1474,2022-05-16,Urban,Fraud,No,False
1475,2022-05-16,Urban,Jaywalking,No,False
1476,2022-05-15,Suburban,Speeding,No,False
1477,2022-05-15,Urban,Speeding,No,False
1478,2022-05-15,Rural,Speeding,No,False
1479,2022-05-15,Urban,Speeding,No,False
1480,2022-05-15,Urban,Theft,Yes,False
1481,2022-05-15,Suburban,Theft,No,False
1482,2022-05-15,Urban,Theft,No,True
1483,2022-05-15,Urban,Speeding,No,False
1484,2022-05-14,Urban,Theft,No,False
1485,2022-05-14,Urban,Jaywalking,No,False
1486,2022-05-14,Suburban,Theft,No,True
1487,2022-05-14,Rural,Speeding,Yes,False
1488,2022-05-14,Rural,Jaywalking,No,False
1489,2022-05-14,Suburban,Fraud,Yes,False
1490,2022-05-14,Urban,Theft,No,False
1491,2022-05-14,Urban,Theft,No,False
1492,2022-05-13,Rural,Speeding,Yes,False
1493,2022-05-13,Urban,Theft,No,False
1494,2022-05-13,Urban,Theft,No,True
1495,2022-05-13,Urban,Jaywalking,No,False
1496,2022-05-13,Urban,Jaywalking,Yes,False
1497,2022-05-13,Rural,Fraud,No,False
1498,2022-05-13,Suburban,Jaywalking,No,False
1499,2022-05-13,Urban,Theft,Yes,True
1500,2022-05-13,Suburban,Theft,No,True
1501,2022-05-13,Suburban,Blackmail,No,False
1502,2022-05-11,Urban,Jaywalking,Yes,False
1503,2022-05-11,Urban,Fraud,No,False
1504,2022-05-11,Rural,Jaywalking,No,False
1505,2022-05-11,Suburban,Speeding,No,False
1506,2022-05-11,Rural,Theft,Yes,False
1507,2022-05-11,Urban,Theft,No,True
1508,2022-05-11,Suburban,Theft,No,False
1509,2022-05-11,Rural,Speeding,No,False
1510,2022-05-10,Urban,Theft,No,True
1511,2022-05-10,Urban,Fraud,No,False
1512,2022-05-09,Rural,Theft,No,False
1513,2022-05-07,Rural,Theft,No,True
1514,2022-05-07,Rural,Jaywalking,No,False
1515,2022-05-07,Suburban,Blackmail,No,False
1516,2022-05-07,Suburban,Jaywalking,Yes,False
1517,2022-05-07,Suburban,Theft,No,False
1518,2022-05-07,Urban,Speeding,No,False
1519,2022-05-07,Suburban,Theft,No,True
1520,2022-05-06,Suburban,Speeding,No,False
1521,2022-05-06,Urban,Fraud,No,False
1522,2022-05-06,Urban,Theft,Yes,True
1523,2022-05-06,Urban,Speeding,Yes,False
1524,2022-05-06,Urban,Speeding,No,False
1525,2022-05-06,Suburban,Blackmail,Yes,False
1526,2022-05-05,Rural,Blackmail,No,False
1527,2022-05-05,Urban,Jaywalking,No,False
1528,2022-05-05,Urban,Theft,No,False
1529,2022-05-05,Suburban,Theft,No,False
1530,2022-05-05,Rural,Theft,No,False
1531,2022-05-05,Urban,Blackmail,No,False
1532,2022-05-05,Suburban,Jaywalking,No,False
1533,2022-05-04,Rural,Jaywalking,No,False
1534,2022-05-04,Urban,Speeding,Yes,False
1535,2022-05-04,Urban,Theft,No,True
1536,2022-05-04,Rural,Theft,No,False
1537,2022-05-04,Urban,Blackmail,No,False
1538,2022-05-03,Urban,Speeding,No,False
1539,2022-05-03,Suburban,Theft,No,False
1540,2022-05-03,Urban,Speeding,No,False
1541,2022-05-03,Rural,Speeding,Yes,False
1542,2022-05-03,Urban,Theft,No,True
1543,2022-05-03,Urban,Theft,No,True
1544,2022-05-03,Suburban,Car theft,No,False
1545,2022-05-03,Urban,Speeding,No,False
1546,2022-05-03,Suburban,Speeding,No,False
1547,2022-05-02,Urban,Jaywalking,No,False
1548,2022-05-02,Urban,Theft,No,False
1549,2022-05-02,Urban,Theft,No,False
1550,2022-05-02,Suburban,Theft,Yes,True
1551,2022-05-01,Urban,Speeding,Yes,False
1552,2022-05-01,Urban,Theft,Yes,True
1553,2022-05-01,Suburban,Speeding,No,False
1554,2022-05-01,Urban,Theft,No,True
1555,2022-05-01,Urban,Fraud,No,False
1556,2022-05-01,Rural,Jaywalking,No,False
1557,2022-05-01,Rural,Jaywalking,No,False
1558,2022-05-01,Urban,Theft,No,False
1559,2022-04-30,Urban,Speeding,No,False
1560,2022-04-29,Urban,Theft,No,True
1561,2022-04-28,Suburban,Speeding,No,False
1562,2022-04-28,Rural,Jaywalking,No,False
1563,2022-04-28,Suburban,Blackmail,No,False
1564,2022-04-28,Rural,Jaywalking,No,False
1565,2022-04-28,Urban,Blackmail,No,False
1566,2022-04-28,Urban,Speeding,Yes,False
1567,2022-04-28,Rural,Theft,No,True
1568,2022-04-28,Urban,Jaywalking,No,False
1569,2022-04-28,Urban,Jaywalking,No,False
1570,2022-04-28,Urban,Theft,Yes,False
1571,2022-04-27,Urban,Jaywalking,No,False
1572,2022-04-26,Rural,Speeding,No,False
1573,2022-04-25,Suburban,Jaywalking,Yes,False
1574,2022-04-25,Rural,Theft,No,False
1575,2022-04-25,Suburban,Fraud,No,False
1576,2022-04-25,Suburban,Theft,Yes,True
1577,2022-04-25,Rural,Blackmail,No,False
1578,2022-04-25,Suburban,Theft,No,False
1579,2022-04-25,Rural,Jaywalking,No,False
1580,2022-04-25,Urban,Jaywalking,No,False
1581,2022-04-25,Urban,Theft,No,True
1582,2022-04-25,Suburban,Jaywalking,No,False
1583,2022-04-24,Urban,Jaywalking,Yes,False
1584,2022-04-24,Suburban,Theft,Yes,True
1585,2022-04-24,Urban,Fraud,Yes,False
1586,2022-04-24,Urban,Jaywalking,No,False
1587,2022-04-24,Rural,Theft,No,False
1588,2022-04-23,Urban,Theft,No,True
1589,2022-04-23,Suburban,Speeding,No,False
1590,2022-04-23,Urban,Theft,No,False
1591,2022-04-23,Rural,Jaywalking,No,False
1592,2022-04-23,Urban,Fraud,No,False
1593,2022-04-23,Suburban,Theft,No,True
1594,2022-04-23,Rural,Fraud,No,False
1595,2022-04-23,Urban,Theft,No,True
1596,2022-04-23,Urban,Jaywalking,No,False
1597,2022-04-23,Suburban,Theft,No,True
1598,2022-04-22,Urban,Jaywalking,No,False
1599,2022-04-22,Urban,Jaywalking,No,False
1600,2022-04-22,Suburban,Speeding,No,False
1601,2022-04-22,Urban,Jaywalking,No,False
1602,2022-04-21,Rural,Fraud,No,False
1603,2022-04-21,Urban,Theft,No,False
1604,2022-04-20,Urban,Jaywalking,No,False
1605,2022-04-20,Urban,Jaywalking,No,False
1606,2022-04-20,Rural,Jaywalking,Yes,False
1607,2022-04-20,Rural,Speeding,No,False
1608,2022-04-20,Urban,Theft,No,True
1609,2022-04-20,Suburban,Theft,No,False
1610,2022-04-19,Rural,Jaywalking,Yes,False
1611,2022-04-19,Urban,Jaywalking,No,False
1612,2022-04-19,Urban,Speeding,Yes,False
1613,2022-04-19,Urban,Fraud,No,False
1614,2022-04-19,Urban,Jaywalking,No,False
1615,2022-04-19,Suburban,Speeding,No,False
1616,2022-04-19,Rural,Fraud,No,False
1617,2022-04-19,Urban,Theft,No,True
1618,2022-04-19,Rural,Theft,No,False
1619,2022-04-19,Urban,Theft,No,False
1620,2022-04-18,Urban,Theft,Yes,False
1621,2022-04-18,Urban,Theft,No,False
1622,2022-04-17,Urban,Theft,No,True
1623,2022-04-17,Suburban,Speeding,Yes,False
1624,2022-04-17,Rural,Theft,No,True
1625,2022-04-16,Rural,Theft,Yes,True
1626,2022-04-16,Urban,Jaywalking,No,False
1627,2022-04-16,Urban,Speeding,No,False
1628,2022-04-15,Urban,Theft,Yes,True
1629,2022-04-15,Urban,Fraud,No,False
1630,2022-04-15,Urban,Speeding,No,False
1631,2022-04-15,Urban,Blackmail,Yes,False
1632,2022-04-15,Suburban,Theft,No,False
1633,2022-04-15,Suburban,Speeding,No,False
1634,2022-04-15,Rural,Blackmail,No,False
1635,2022-04-14,Urban,Fraud,No,False
1636,2022-04-14,Urban,Fraud,No,False
1637,2022-04-14,Rural,Jaywalking,No,False
1638,2022-04-14,Urban,Jaywalking,No,False
1639,2022-04-14,Urban,Blackmail,No,False
1640,2022-04-12,Urban,Speeding,No,False
1641,2022-04-12,Urban,Theft,No,True
1642,2022-04-12,Rural,Blackmail,No,False
1643,2022-04-12,Urban,Jaywalking,No,False
1644,2022-04-12,Urban,Theft,No,True
1645,2022-04-12,Suburban,Jaywalking,No,False
1646,2022-04-11,Urban,Murder,No,True
1647,2022-04-10,Rural,Speeding,Yes,False
1648,2022-04-10,Suburban,Theft,No,False
1649,2022-04-10,Suburban,Blackmail,No,False
1650,2022-04-10,Urban,Speeding,Yes,False
1651,2022-04-10,Rural,Theft,No,True
1652,2022-04-09,Suburban,Speeding,No,False
1653,2022-04-09,Suburban,Speeding,No,False
1654,2022-04-09,Suburban,Theft,No,True
1655,2022-04-09,Urban,Jaywalking,Yes,False
1656,2022-04-09,Suburban,Speeding,Yes,False
1657,2022-04-09,Urban,Theft,No,False
1658,2022-04-09,Urban,Blackmail,No,False
1659,2022-04-09,Urban,Jaywalking,No,False
1660,2022-04-08,Suburban,Theft,No,False
1661,2022-04-08,Urban,Car theft,No,False
1662,2022-04-08,Urban,Theft,Yes,False
1663,2022-04-08,Suburban,Jaywalking,No,False
1664,2022-04-08,Urban,Theft,No,True
1665,2022-04-08,Rural,Fraud,No,False
1666,2022-04-08,Suburban,Theft,No,True
1667,2022-04-08,Suburban,Theft,No,True
1668,2022-04-08,Urban,Speeding,No,False
1669,2022-04-07,Suburban,Speeding,No,False
1670,2022-04-07,Urban,Theft,No,True
1671,2022-04-07,Suburban,Fraud,No,False
1672,2022-04-06,Suburban,Jaywalking,No,False
1673,2022-04-06,Suburban,Blackmail,Yes,False
1674,2022-04-06,Urban,Speeding,Yes,False
1675,2022-04-05,Urban,Jaywalking,Yes,False
1676,2022-04-05,Suburban,Theft,No,True
1677,2022-04-05,Urban,Speeding,No,False
1678,2022-04-05,Suburban,Theft,No,False
1679,2022-04-05,Urban,Theft,No,True
1680,2022-04-05,Urban,Theft,No,False
1681,2022-04-05,Urban,Jaywalking,No,False
1682,2022-04-05,Rural,Speeding,Yes,False
1683,2022-04-05,Urban,Theft,Yes,False
1684,2022-04-04,Urban,Theft,No,False
1685,2022-04-04,Urban,Jaywalking,No,False
1686,2022-04-03,Urban,Speeding,No,False
1687,2022-04-03,Urban,Theft,No,False
1688,2022-04-03,Rural,Jaywalking,No,False
1689,2022-04-03,Urban,Theft,No,False
1690,2022-04-02,Urban,Theft,No,True
1691,2022-04-02,Urban,Jaywalking,No,False
1692,2022-04-02,Rural,Theft,No,False
1693,2022-04-02,Rural,Speeding,No,False
1694,2022-04-02,Suburban,Blackmail,Yes,False
1695,2022-04-02,Urban,Theft,No,True
1696,2022-04-02,Suburban,Theft,No,False
1697,2022-04-02,Suburban,Theft,No,True
1698,2022-04-02,Suburban,Theft,No,True
1699,2022-04-02,Urban,Jaywalking,No,False
1700,2022-04-01,Rural,Speeding,No,False
1701,2022-04-01,Urban,Blackmail,Yes,False
1702,2022-04-01,Urban,Speeding,No,False
1703,2022-04-01,Urban,Blackmail,No,False
1704,2022-04-01,Suburban,Speeding,No,False
1705,2022-04-01,Rural,Speeding,Yes,False
1706,2022-04-01,Suburban,Blackmail,Yes,False
1707,2022-03-31,Suburban,Blackmail,Yes,False
1708,2022-03-31,Suburban,Theft,No,False
1709,2022-03-31,Urban,Jaywalking,No,False
1710,2022-03-31,Urban,Theft,No,True
1711,2022-03-31,Urban,Jaywalking,No,False
1712,2022-03-31,Urban,Theft,No,False
1713,2022-03-31,Suburban,Blackmail,No,False
1714,2022-03-31,Suburban,Speeding,No,False
1715,2022-03-31,Urban,Speeding,No,False
1716,2022-03-30,Urban,Theft,No,True
1717,2022-03-30,Urban,Theft,No,False
1718,2022-03-30,Urban,Jaywalking,Yes,False
1719,2022-03-30,Rural,Murder,No,True
1720,2022-03-30,Suburban,Theft,Yes,False
1721,2022-03-30,Suburban,Fraud,Yes,False
1722,2022-03-30,Urban,Jaywalking,No,False
1723,2022-03-30,Suburban,Speeding,No,False
1724,2022-03-30,Urban,Blackmail,No,False
1725,2022-03-30,Suburban,Theft,No,False
1726,2022-03-29,Urban,Blackmail,No,False
1727,2022-03-28,Urban,Speeding,Yes,False
1728,2022-03-28,Suburban,Theft,No,True
1729,2022-03-28,Rural,Jaywalking,No,False
1730,2022-03-28,Urban,Theft,No,True
1731,2022-03-28,Rural,Fraud,Yes,False
1732,2022-03-28,Urban,Fraud,No,False
1733,2022-03-28,Urban,Fraud,No,False
1734,2022-03-28,Urban,Theft,No,True
1735,2022-03-27,Urban,Jaywalking,No,False
1736,2022-03-27,Suburban,Fraud,No,False
1737,2022-03-27,Urban,Speeding,Yes,False
1738,2022-03-27,Rural,Theft,No,False
1739,2022-03-27,Suburban,Speeding,Yes,False
1740,2022-03-27,Urban,Jaywalking,No,False
1741,2022-03-27,Suburban,Speeding,No,False
1742,2022-03-27,Urban,Fraud,No,False
1743,2022-03-27,Rural,Jaywalking,No,False
1744,2022-03-26,Urban,Theft,No,True
1745,2022-03-26,Urban,Speeding,No,False
1746,2022-03-26,Suburban,Speeding,No,False
1747,2022-03-26,Urban,Fraud,No,False
1748,2022-03-26,Urban,Fraud,Yes,False
1749,2022-03-26,Urban,Jaywalking,No,False
1750,2022-03-26,Suburban,Speeding,Yes,False
1751,2022-03-25,Urban,Theft,No,False
1752,2022-03-25,Rural,Fraud,Yes,False
1753,2022-03-25,Urban,Speeding,No,False
1754,2022-03-25,Urban,Blackmail,Yes,False
1755,2022-03-24,Urban,Blackmail,No,False
1756,2022-03-22,Urban,Theft,No,False
1757,2022-03-22,Urban,Blackmail,No,False
1758,2022-03-21,Urban,Murder,No,True
1759,2022-03-21,Rural,Theft,No,True
1760,2022-03-21,Rural,Theft,No,True
1761,2022-03-21,Urban,Murder,No,True
1762,2022-03-21,Urban,Theft,No,True
1763,2022-03-21,Suburban,Speeding,No,False
1764,2022-03-21,Suburban,Speeding,No,False
1765,2022-03-21,Rural,Murder,No,True
1766,2022-03-21,Urban,Speeding,No,False
1767,2022-03-21,Urban,Theft,No,True
1768,2022-03-21,Urban,Speeding,No,False
1769,2022-03-21,Urban,Speeding,No,False
1770,2022-03-21,Urban,Murder,No,True
1771,2022-03-21,Urban,Murder,No,True
1772,2022-03-21,Suburban,Theft,No,True
1773,2022-03-21,Rural,Speeding,No,False
1774,2022-03-21,Urban,Theft,No,True
1775,2022-03-21,Rural,Speeding,No,False
1776,2022-03-21,Urban,Murder,No,True
1777,2022-03-21,Urban,Murder,No,True
1778,2022-03-21,Urban,Theft,No,True
1779,2022-03-21,Urban,Murder,No,True
1780,2022-03-21,Suburban,Theft,No,True
1781,2022-03-21,Suburban,Speeding,No,False
1782,2022-03-21,Urban,Murder,No,True
1783,2022-03-21,Suburban,Murder,No,True
1784,2022-03-21,Urban,Speeding,No,False
1785,2022-03-21,Urban,Murder,No,True
1786,2022-03-21,Suburban,Murder,No,True
1787,2022-03-21,Rural,Murder,No,True
1788,2022-03-21,Urban,Speeding,No,False
1789,2022-03-21,Rural,Car theft,No,False
1790,2022-03-21,Urban,Theft,No,True
1791,2022-03-21,Urban,Speeding,No,False
1792,2022-03-21,Urban,Speeding,No,False
1793,2022-03-21,Urban,Murder,No,True
1794,2022-03-21,Urban,Speeding,No,False
1795,2022-03-21,Rural,Murder,No,True
1796,2022-03-21,Suburban,Speeding,No,False
1797,2022-03-21,Suburban,Murder,No,True
1798,2022-03-21,Rural,Speeding,No,False
1799,2022-03-21,Urban,Car theft,No,False
1800,2022-03-21,Rural,Murder,No,True
1801,2022-03-21,Urban,Murder,No,True
1802,2022-03-21,Rural,Speeding,No,False
1803,2022-03-21,Urban,Speeding,No,False
1804,2022-03-21,Urban,Theft,No,True
1805,2022-03-21,Suburban,Theft,No,True
1806,2022-03-21,Rural,Speeding,No,False
1807,2022-03-21,Suburban,Speeding,No,False
1808,2022-03-21,Suburban,Speeding,No,False
1809,2022-03-21,Rural,Speeding,No,False
1810,2022-03-21,Rural,Murder,No,True
1811,2022-03-21,Urban,Murder,No,True
1812,2022-03-21,Rural,Speeding,No,False
1813,2022-03-21,Suburban,Theft,No,True
1814,2022-03-21,Rural,Theft,No,True
1815,2022-03-21,Suburban,Speeding,No,False
1816,2022-03-21,Suburban,Murder,No,True
1817,2022-03-21,Suburban,Jaywalking,No,False
1818,2022-03-21,Suburban,Murder,No,True
1819,2022-03-21,Urban,Car theft,No,False
1820,2022-03-21,Suburban,Murder,No,True
1821,2022-03-21,Urban,Murder,No,True
1822,2022-03-21,Suburban,Murder,No,True
1823,2022-03-21,Suburban,Murder,No,True
1824,2022-03-21,Urban,Speeding,No,False
1825,2022-03-21,Suburban,Speeding,No,False
1826,2022-03-21,Urban,Theft,No,True
1827,2022-03-21,Urban,Murder,No,True
1828,2022-03-21,Suburban,Murder,No,True
1829,2022-03-21,Urban,Murder,No,True
1830,2022-03-21,Rural,Speeding,No,False
1831,2022-03-21,Urban,Jaywalking,No,False
1832,2022-03-21,Rural,Theft,No,True
1833,2022-03-21,Rural,Theft,No,True
1834,2022-03-21,Urban,Theft,No,True
1835,2022-03-21,Suburban,Theft,No,True
1836,2022-03-21,Suburban,Murder,No,True
1837,2022-03-21,Rural,Theft,No,True
1838,2022-03-21,Urban,Theft,No,True
1839,2022-03-21,Urban,Murder,No,True
1840,2022-03-21,Urban,Theft,No,True
1841,2022-03-21,Rural,Speeding,No,False
1842,2022-03-21,Urban,Theft,No,True
1843,2022-03-21,Urban,Car theft,No,False
1844,2022-03-21,Suburban,Murder,No,True
1845,2022-03-21,Rural,Car theft,No,False
1846,2022-03-21,Urban,Speeding,No,False
1847,2022-03-21,Urban,Murder,No,True
1848,2022-03-21,Suburban,Theft,No,True
1849,2022-03-21,Suburban,Speeding,No,False
1850,2022-03-21,Suburban,Theft,No,True
1851,2022-03-21,Suburban,Speeding,No,False
1852,2022-03-21,Urban,Theft,No,True
1853,2022-03-21,Suburban,Theft,No,True
1854,2022-03-21,Rural,Murder,No,True
1855,2022-03-21,Urban,Speeding,No,False
1856,2022-03-21,Urban,Speeding,No,False
1857,2022-03-21,Urban,Murder,No,True
1858,2022-03-21,Urban,Murder,No,True
1859,2022-03-21,Suburban,Murder,No,True
1860,2022-03-21,Suburban,Theft,No,True
1861,2022-03-21,Suburban,Theft,No,True
1862,2022-03-21,Suburban,Speeding,No,False
1863,2022-03-21,Rural,Murder,No,True
1864,2022-03-21,Suburban,Speeding,No,False
